717,882,0
716,881,0
715,979,0
713,879,0
711,875,0
710,874,0
709,872,0
706,869,0
705,868,0
704,866,0
702,864,0
700,861,0
698,859,0
696,856,0
695,855,0
693,853,0
692,851,0
691,859,0
690,847,0
688,845,0
687,844,0
686,842,0
685,840,0
684,839,0
683,837,0
682,836,0
681,835,0
680,834,0
678,831,0
677,830,0
675,828,0
674,827,0
672,825,0
671,824,0
670,822,0
668,820,0
667,819,0
666,818,0
665,817,0
664,814,0
662,811,0
661,810,0
660,809,0
659,807,0
657,805,0
656,803,0
654,801,0
653,800,0
652,798,0
650,797,0
650,796,0
648,795,0
647,792,0
645,791,0
644,789,0
643,787,0
642,786,0
641,785,0
640,782,0
638,781,0
637,779,0
636,777,0
635,773,0
634,772,0
633,769,0
632,765,0
631,764,0
629,761,0
628,760,0
627,758,0
626,757,0
625,754,0
623,751,0
621,749,0
619,746,0
618,745,0
618,744,0
616,742,0
614,739,0
613,736,0
611,733,0
610,730,0
609,727,0
608,726,0
607,725,0
606,723,0
605,722,0
604,720,0
603,717,0
601,715,0
600,713,0
598,709,0
597,707,0
596,703,0
594,700,0
593,697,0
590,695,1
590,691,1
589,689,1
589,688,1
588,686,1
588,684,1
587,683,1
587,681,1
588,679,1
587,678,1
588,675,1
588,673,1
587,671,1
588,669,1
587,667,1
588,665,1
588,662,1
588,658,1
588,654,1
588,651,1
587,647,1
588,644,1
589,642,1
589,639,1
592,636,1
594,632,1
594,629,1
597,627,1
598,622,1
600,621,1
600,619,1
602,617,1
603,615,1
605,613,1
606,611,1
608,610,1
609,608,1
609,605,1
609,604,1
612,602,1
613,601,1
613,599,1
614,598,1
614,597,1
614,595,1
616,594,1
616,591,1
617,590,1
617,589,1
619,587,1
619,585,1
621,584,1
622,583,1
624,581,1
625,578,1
626,576,1
627,575,1
628,574,1
630,573,1
631,571,1
632,569,1
633,567,1
636,565,2
636,563,2
638,563,2
639,562,2
640,561,2
640,556,3
640,556,3
641,555,3
643,554,3
643,555,3
645,551,3
646,549,3
648,547,3
650,545,3
654,543,3
658,540,3
660,539,3
661,538,3
663,536,3
667,535,3
670,533,3
673,532,3
676,530,3
679,529,3
681,527,3
685,526,3
688,524,3
690,522,3
693,521,3
695,521,3
698,519,3
701,519,3
703,517,3
706,517,3
709,515,3
714,513,3
716,511,3
720,510,3
721,508,3
724,509,3
728,506,3
730,505,3
734,503,3
736,501,3
740,501,3
741,501,3
744,499,3
746,498,3
749,496,3
753,494,3
755,493,3
759,491,3
761,487,3
762,487,3
765,484,3
767,481,3
771,478,3
773,474,3
775,471,3
777,468,3
779,462,3
777,459,3
778,455,3
667,417,4
666,414,4
665,411,4
663,408,4
664,404,4
665,402,4
667,398,4
670,394,4
669,393,4
672,391,4
673,389,4
675,387,4
679,383,4
681,382,4
683,379,4
686,376,4
689,375,4
689,373,4
692,371,4
694,367,4
696,364,4
698,362,4
700,360,4
702,355,4
703,353,4
705,351,4
706,346,4
709,342,4
710,339,4
711,335,4
712,332,4
712,239,4
712,325,4
711,322,4
710,321,4
711,318,4
712,313,4
713,309,4
715,302,4
716,301,4
719,296,4
720,289,4
720,283,4
720,282,4
720,280,4
721,278,4
722,272,4
722,270,4
722,267,4
725,262,4
728,257,4
728,256,4
728,255,4
731,251,4
734,247,4
735,243,4
740,240,4
742,236,4
742,234,4
745,231,4
748,227,4
750,223,4
753,218,4
754,215,4
755,213,4
758,208,4
760,204,4
762,202,4
764,198,4
766,196,4
767,192,4
767,192,4
768,189,4
769,188,4
771,184,4
772,178,4
773,176,4
774,171,4
775,169,4
776,164,4
775,162,4
775,159,4
398,2,5
400,3,5
402,4,5
405,6,5
408,8,5
412,9,5
413,11,5
415,13,5
419,16,5
421,18,5
423,19,5
428,20,5
432,22,5
434,24,5
435,25,5
441,27,5
442,28,5
447,30,5
449,33,5
452,34,5
455,35,5
458,33,5
461,36,5
462,35,5
465,36,5
468,37,5
473,36,5
474,37,5
478,38,5
482,38,5
485,39,5
489,39,5
495,39,5
499,40,5
505,40,5
510,41,5
514,44,5
520,46,5
525,48,5
529,48,5
534,48,5
539,48,5
544,49,5
549,50,5
554,50,5
558,50,5
562,51,5
565,52,5
569,54,5
573,54,5
578,55,5
582,58,5
586,59,5
590,60,5
594,62,5
600,65,5
602,66,5
607,67,5
609,69,5
612,71,5
615,73,5
619,76,5
622,74,5
624,76,5
628,76,5
629,78,5
630,77,5
632,79,5
635,79,5
638,82,5
641,82,5
643,82,5
647,81,5
648,84,5
652,84,5
656,84,5
659,85,5
664,85,5
666,85,5
669,87,5
670,89,5
674,89,5
676,90,5
678,93,5
683,94,5
686,96,5
690,95,5
691,96,5
695,96,5
699,98,5
702,100,5
707,100,5
710,101,5
713,102,5
720,104,5
722,104,5
724,104,5
728,105,5
731,104,5
736,104,5
