701,882,0
700,880,0
699,879,0
696,879,0
695,874,0
694,873,0
693,872,0
692,870,0
690,869,0
690,868,0
688,866,0
685,863,0
685,861,0
684,859,0
682,858,0
681,856,0
680,855,0
679,853,0
678,851,0
676,849,0
675,848,0
674,847,0
673,844,0
672,843,0
670,842,0
669,841,0
668,837,0
667,836,0
665,835,0
664,833,0
662,832,0
661,831,0
660,829,0
658,827,0
657,825,0
655,825,0
654,823,0
653,821,0
652,819,0
651,817,0
649,816,0
648,814,0
646,813,0
644,810,0
643,808,0
643,807,0
641,807,0
639,806,0
639,804,0
638,803,0
637,803,0
636,801,0
635,800,0
634,799,0
632,798,0
630,795,0
630,794,0
628,792,0
626,790,0
625,788,0
623,787,0
623,785,0
623,782,0
622,780,0
622,780,0
622,778,0
622,776,0
621,775,0
619,771,0
619,769,0
618,767,0
617,765,0
616,762,0
616,761,0
615,759,0
613,758,0
612,756,0
610,754,0
609,752,0
607,746,0
605,745,0
605,743,0
604,742,0
603,739,0
602,737,0
601,733,0
600,731,0
597,729,0
595,726,0
593,725,0
593,723,0
591,721,0
590,719,0
587,717,0
586,714,0
585,712,0
584,710,0
583,708,0
582,706,0
581,703,0
581,701,0
579,699,0
583,684,1
583,682,1
582,681,1
582,680,1
581,678,1
581,676,1
581,674,1
580,672,1
580,669,1
580,667,1
580,666,1
581,662,1
580,659,1
581,656,1
580,665,1
580,653,1
580,651,1
581,659,1
581,646,1
581,644,1
581,642,1
581,639,1
582,636,1
583,632,1
583,634,1
583,631,1
584,629,1
585,627,1
586,625,1
585,622,1
588,619,1
587,620,1
588,618,1
588,616,1
589,615,1
590,613,1
590,612,1
590,609,1
592,608,1
593,606,1
594,605,1
595,601,1
595,600,1
594,603,1
594,602,1
595,601,1
596,599,1
597,597,1
598,595,1
599,593,1
600,590,1
601,589,1
602,587,1
603,586,1
604,583,1
603,585,1
604,583,1
605,581,1
606,580,1
607,578,1
608,575,1
610,573,1
610,571,1
611,570,1
612,570,1
613,567,1
613,565,1
615,564,1
615,562,1
615,561,1
617,561,1
618,559,1
618,556,1
620,555,1
620,554,1
620,553,1
622,552,1
622,550,1
621,548,1
623,547,1
619,553,2
618,554,2
618,552,2
619,552,2
620,552,2
626,550,3
627,550,3
629,548,3
630,546,3
632,544,3
634,542,3
638,540,3
640,539,3
641,538,3
643,537,3
645,536,3
646,535,3
648,534,3
649,532,3
652,530,3
653,530,3
654,528,3
656,528,3
659,527,3
661,526,3
663,524,3
665,523,3
666,521,3
668,520,3
670,519,3
673,519,3
675,516,3
676,516,3
680,514,3
683,513,3
686,513,3
689,511,3
690,510,3
693,508,3
695,508,3
699,506,3
703,505,3
705,504,3
707,503,3
710,502,3
714,500,3
719,499,3
721,499,3
723,497,3
726,494,3
730,494,3
733,493,3
735,492,3
739,490,3
742,489,3
746,486,3
749,484,3
752,481,3
755,479,3
758,477,3
759,475,3
762,473,3
765,468,3
766,463,3
764,457,3
651,417,4
652,414,4
651,411,4
651,409,4
652,408,4
652,404,4
651,401,4
653,399,4
654,396,4
654,394,4
655,394,4
656,390,4
656,389,4
660,386,4
662,381,4
663,379,4
666,377,4
669,373,4
672,370,4
672,368,4
673,366,4
676,364,4
680,359,4
682,356,4
683,351,4
686,348,4
689,344,4
691,341,4
693,340,4
695,335,4
697,325,4
696,323,4
698,317,4
700,312,4
701,308,4
703,302,4
706,291,4
708,287,4
709,284,4
710,279,4
709,274,4
712,271,4
715,267,4
715,265,4
717,263,4
719,257,4
719,251,4
724,244,4
727,241,4
724,240,4
728,232,4
731,226,4
737,219,4
733,220,4
731,226,4
730,227,4
737,215,4
739,213,4
740,210,4
742,207,4
743,206,4
746,201,4
748,197,4
751,193,4
752,188,4
755,186,4
755,182,4
755,181,4
757,179,4
761,173,4
762,166,4
766,159,4
766,152,4
768,148,4
767,142,4
735,118,5
731,119,5
731,119,5
729,117,5
727,118,5
725,119,5
723,118,5
721,117,5
718,119,5
716,118,5
712,117,5
709,117,5
707,116,5
706,114,5
703,114,5
699,113,5
695,113,5
692,111,5
689,110,5
686,109,5
683,108,5
680,106,5
675,105,5
673,104,5
669,103,5
663,100,5
659,98,5
654,97,5
650,97,5
646,96,5
641,95,5
639,94,5
633,92,5
629,90,5
625,90,5
621,89,5
617,88,5
613,88,5
607,86,5
603,84,5
598,84,5
592,81,5
588,80,5
584,77,5
580,76,5
577,74,5
573,72,5
570,68,5
566,66,5
564,64,5
559,65,5
549,65,5
544,65,5
539,66,5
534,66,5
529,66,5
525,65,5
523,64,5
519,63,5
516,62,5
512,58,5
511,58,5
507,57,5
503,58,5
501,55,5
497,53,5
493,54,5
486,52,5
482,52,5
476,51,5
470,50,5
466,50,5
461,50,5
454,48,5
453,48,5
450,47,5
447,47,5
443,46,5
439,43,5
432,41,5
427,38,5
420,35,5
416,31,5
413,29,5
410,26,5
400,21,5
404,23,5
405,23,5
409,25,5
